,id,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1258,288789,0.075351,0,192400,Merchants of Doubt,Patricia Callahan|Matthew Crawford|Stanton A. Glantz|Katharine Heyhoe,Robert Kenner,96,Documentary,Participant Media,11/8/14,23,7.4,2014,0.0,177217.918168428
1259,265964,0.113875,0,0,96 heures,GÃ©rard Lanvin|Niels Arestrup|Sylvie Testud|Anne Consigny|Laura Smet,FrÃ©dÃ©ric Schoendoerffer,96,Thriller,ARP SÃ©lection,4/23/14,13,5.2,2014,0.0,0.0
1261,250578,0.03551,750000,0,Swedish House Mafia - Leave the World Behind,Sebastian Ingrosso|Axel Axwell Hedfors|Steve Angello,Christian Larson,90,Documentary|Music,Ridley Scott Associates,3/12/14,17,7.6,2014,690818.288078594,0.0
1262,290336,0.07263700000000001,0,0,Montana,Michelle Fairley|Lars Mikkelsen|Ashley Walters|Zlatko BuriÄ‡|Adam Deacon,Mo Ali,108,Thriller|Crime|Action|Drama,Moli Films,10/5/14,18,6.5,2014,0.0,0.0
1263,284470,0.072514,0,0,Atari: Game Over,Nolan Bushnell|Howard Scott Warshaw|Manny Gerard|Joe Lewandowski|Paul Sanchez,Zak Penn,66,Documentary,Xbox Entertainment Studios,11/19/14,65,6.7,2014,0.0,0.0
1264,265018,0.0722169999999999,0,0,Indigenous,Zachary Soetenga|Lindsey McKeon|Sofia Pernas|Pierson Fode|Jamie Anderson,Alastair Orr,86,Horror,Kilburn Media,4/20/14,20,4.6,2014,0.0,0.0
1265,287767,0.015668,0,0,Mardaani,Rani Mukerji|Tahir Bhasin|Jisshu Sengupta|Sanjay Taneja,Pradeep Sarkar,133,Thriller|Action|Drama,Yash Raj Films,8/22/14,15,6.7,2014,0.0,0.0
1266,277231,0.043408999999999996,0,0,Amour Sur Place ou Ã  Emporter,Amelle Chahbi|Noom Diawara|Aude Pepin|Fabrice EbouÃ©|Pablo Pauly,Amelle Chahbi,85,Romance|Comedy,LGM Productions,5/28/14,48,5.5,2014,0.0,0.0
1268,283330,0.069212,0,65460,Eden,FÃ©lix de Givry|Brady Corbet|Greta Gerwig|ArsinÃ©e Khanjian|Pauline Ã‰tienne,Mia Hansen-LÃ¸ve,131,Drama|Music,France 2 (FR2)|Blue Film|Ad Vitim Distribution|C.G. Cinema,11/19/14,26,5.4,2014,0.0,60294.6201834997
1269,260947,0.068752,3000000,0,Something Wicked,Shantel VanSanten|John Robinson|James Patrick Stuart|Brittany Murphy|Robert Blanche,Darin Scott,95,Mystery|Thriller,Merchant Films,4/4/14,11,4.7,2014,2763273.15231437,0.0
1270,297462,0.068642,0,0,Old Fashioned,Elizabeth Roberts|Rik Swartzwelder|LeJon Woods|Tyler Hollinger|Dorothy Silver,Rik Swartzwelder,115,Romance|Drama,Motion Picture Pro Studios|Skoche Films,10/18/14,12,6.6,2014,0.0,0.0
1271,256273,0.065064,0,0,The Fluffy Movie,Gabriel Iglesias|Jeremy Ray Valdez|Juliocesar Chavez,Manny Rodriguez|Jay Lavender,101,Comedy,Open Road Films,7/25/14,31,7.0,2014,0.0,0.0
1272,291157,0.064907,0,0,Khoobsurat,Sonam Kapoor|Fawad Afzal Khan|Kirron Kher|Ratna Pathak|Aditi Rao Hydari,Shashanka Ghosh,131,Comedy|Romance,Walt Disney Pictures|UTV Motion Pictures|Anil Kapoor Film Company,9/19/14,33,6.7,2014,0.0,0.0
1273,147778,0.064238,0,0,Showrunners: The Art of Running a TV Show,Joss Whedon|J.J. Abrams|Steven S. DeKnight|Ronald D. Moore|Jane Espenson,Des Doyle,76,Documentary,Black Sheep Films,10/17/14,22,6.3,2014,0.0,0.0
1274,294690,0.063621,0,0,Saints and Soldiers: The Void,Adam Gregory|Timothy S. Shoemaker|Ben Urie|Michael Todd Behrens|David Morgan,Ryan Little,96,War|Action|Drama,Koan Films|Go Films,8/15/14,16,4.9,2014,0.0,0.0
1275,256347,0.131326,0,0,Not Safe for Work,Max Minghella|Eloise Mumford|Michael Gladis|Molly Hagan|Tom Gallop,Joe Johnston,74,Thriller,Blumhouse Productions,5/9/14,21,4.9,2014,0.0,0.0
1277,276729,0.185882,0,0,Heaven Adores You,Jon Brion|Elliott Smith,Nickolas Dylan Rossi,104,Documentary,ZAP Zoetrope Aubry Productions|Blowback Pictures,5/14/14,11,6.8,2014,0.0,0.0
1278,267872,0.056152999999999995,0,0,Korengal,LaMonta Caldwell|Sterling Jones|Dan Kearney|Juan 'Doc Restrepo|Aron Hijar,Sebastian Junger,84,Documentary,"Motion Picture Group, The",5/30/14,16,6.8,2014,0.0,0.0
1280,295588,0.048917,0,0,23 Blast,Mark Hapka|Bram Hoover|Stephen Lang|Max Adler|Alexa PenaVega,Dylan Baker,98,Drama,Toy Gun Films|Touchdown Productions,10/24/14,11,6.0,2014,0.0,0.0
1281,275657,0.048493,0,0,All This Mayhem,Tas Pappas|Ben Pappas,Eddie Martin,104,Documentary,Vice Films,6/5/14,17,7.4,2014,0.0,0.0
1282,296244,0.132698,200000,0,Plague,Tegan Crowley|Scott Marcus|Steven Kennedy|Don Bridges|Nick Stribakos,Kostas Ouzas|Nick Kozakis,86,Drama|Horror,Burning Ships Productions,10/30/14,11,3.9,2014,184218.210154291,0.0
1283,288587,0.046303,0,0,Vie Sauvage,Mathieu Kassovitz|CÃ©line Sallette|David Gastou,CÃ©dric Kahn,106,Drama,Les Films du Lendemain|Les Films Du Fleuve|Belgacom|France 2 CinÃ©ma,10/29/14,14,6.0,2014,0.0,0.0
1286,250777,0.190655,0,0,To Be Takei,George Takei|Leonard Nimoy|William Shatner|Nichelle Nichols|Lea Salonga,Jennifer M. Kroot,94,Documentary,Rainbow Shooting Star Pictures|Dodgeville Films,8/22/14,15,6.5,2014,0.0,0.0
1287,256503,0.042677,0,0,Nas: Time Is Illmatic,Nas|Alicia Keys|Busta Rhymes|Q-Tip|Pete Rock,One9,74,Documentary|Music,Tribeca Film|Illa Films,4/4/14,19,6.9,2014,0.0,0.0
1289,286372,0.037459,3250000,0,Treehouse,J. Michael Trautmann|Dana Melanie|Daniel Fredrick|Clint James|Victoria Spencer Smith,Michael G. Bartlett,0,Thriller|Horror|Mystery,Tiberius Film,10/20/14,16,3.4,2014,2993545.91500724,0.0
1291,267463,0.034572000000000006,0,0,The 10 Year Plan,Adam Bucci|Michael Adam Hamilton|Jack Turner,J.C. Calciano,90,Romance|Comedy,Cinema 175,9/6/14,11,6.1,2014,0.0,0.0
1292,300900,0.032878,0,0,Ardennes Fury,Tom Stedham|Bill Voorhees|Tino Struckmann|Larry Gamell Jr.|Lauren Vera,Joseph J. Lawson,87,War|Action,The Asylum,11/11/14,19,5.2,2014,0.0,0.0
1293,286256,0.036904,0,0,Tim Maia,Robson Nunes|BabÃº Santana|Alinne Moraes|CauÃ£ Reymond|Valdineia Soriano,Mauro Lima,0,Documentary|Drama|Music,Globo Filmes,10/30/14,14,6.0,2014,0.0,0.0
1294,203819,0.027993999999999998,0,4878242,Tracks,Mia Wasikowska|Adam Driver|Emma Booth|Jessica Tovey|Lily Pearl,John Curran,112,Adventure|Drama,See-Saw Films,3/6/14,132,7.0,2014,0.0,4493305.04969746
1296,169760,0.02592,0,0,Maidentrip,Laura Dekker,Jillian Schlesinger,82,Adventure|Documentary,CoPilot Pictures,1/17/14,16,7.2,2014,0.0,0.0
1298,289339,0.022635,0,0,Chelsea Peretti: One of the Greats,Chelsea Peretti|Yassir Lester|Moshe Kasher|Esther Povitsky|Brendon Walsh,Lance Bangs,74,Comedy,New Wave Entertainment Television,11/14/14,26,6.6,2014,0.0,0.0
1299,347520,0.021498,0,0,The After,Aldis Hodge|Andrew Howard|Arielle Kebbel|Jamie Kennedy|Sharon Lawrence,Chris Carter,60,Mystery|Drama|Fantasy,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014,0.0,0.0
1300,242088,0.021036000000000003,0,0,The Trip to Italy,Steve Coogan|Rob Brydon|Rosie Fellner|Claire Keelan|Marta Barrio,Michael Winterbottom,108,Comedy|Drama,Revolution Films,4/24/14,66,6.3,2014,0.0,0.0
1301,283322,0.020923,0,5240,The Dead Lands,James Rolleston|Lawrence Makoare|Te Kohe Tuhaka|Xavier Horan|Rena Owen,Toa Fraser,108,Action,General Film Corporation,9/4/14,21,6.0,2014,0.0,4826.51710604244
1304,298077,0.0174,0,0,Ambition,Aidan Gillen|Aisling Franciosi,Tomek Baginski,6,Science Fiction,Platige Image,10/24/14,30,6.9,2014,0.0,0.0
1305,298533,0.018014,8500000,0,Corner Gas: The Movie,Brent Butt|Gabrielle Miller|Fred Ewanuick|Eric Peterson|Janet Wright,David Storey,90,Family|Comedy,Telefilm Canada|Bell Media,12/3/14,11,5.4,2014,7829273.9315574,0.0
1306,250666,0.017292,0,0,The Overnighters,Keegan Edwards|Jay Reinke,Jesse Moss,102,Drama|Documentary,Mile End Films West,10/10/14,20,6.8,2014,0.0,0.0
1307,314065,0.015776,0,0,Altar,Olivia Williams|Matthew Modine|Antonia Clarke|Steve Oram|Adam Thomas Wright,Nick Willing,95,Mystery|Horror,Screen Yorkshire|Content Media Corp.|Great Point Media|Pygmalion Productions,12/27/14,23,4.1,2014,0.0,0.0
1309,291155,0.005725,0,0,"Fat, Sick & Nearly Dead 2",Joe Cross,Kurt Engfehr,89,Documentary,Reboot USA,9/18/14,14,6.5,2014,0.0,0.0
1310,291343,0.012325,0,0,Nowitzki: The Perfect Shot,Dirk Nowitzki|Holger Geschwinder|Kobe Bryant|Michael Finley|Steve Nash,Sebastian Dehnhardt,106,Documentary,Broadview Pictures,9/18/14,18,6.8,2014,0.0,0.0
1312,298653,0.011229000000000001,0,0,Berkshire County,Alysa King|Madison Ferguson|Christophe Gallander|Samora Smallwood|Bart Rochon,Audrey Cummings,83,Horror|Thriller,A71 Productions|Narrow Edge Productions|High Star Entertainment,10/5/14,15,5.5,2014,0.0,0.0
1313,286101,0.0029219999999999997,5,0,Des Lendemains Qui Chantent,Pio MarmaÃ¯|Laetitia Casta|Ramzy Bedia|Gaspard Proust|AndrÃ© Dussollier,Nicolas Castro,94,Comedy,UGC Distribution,8/20/14,13,6.0,2014,4.60545525385729,0.0
1314,262903,0.010047,0,0,Main Tera Hero,Ileana D'Cruz|Nargis Fakhri|Varun Dhawan|Salman Khan|Anupam Kher,David Dhawan,128,Romance|Comedy,Balaji Motion Pictures,4/4/14,12,5.8,2014,0.0,0.0
1317,279992,0.005972,0,0,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Richard Stanley|Fairuza Balk|Marco Hofschneider|Kier-La Janisse|Michael Gingold,David Gregory,100,Documentary,Severin Films,8/24/14,16,7.1,2014,0.0,0.0
1318,296690,0.044654,0,0,Kill Dil,Ranveer Singh|Ali Zafar|Govinda|Parineeti Chopra,Shaad Ali,127,Drama|Action|Crime,Yash Raj Films,12/14/14,13,5.2,2014,0.0,0.0
1320,309049,0.147999,0,0,We Still Kill the Old Way,Ian Ogilvy|Alison Doody|Christopher Ellison|Danny-Boy Hatchard|Lysette Anthony,Sacha Bennett,94,Crime,Richwater Films,12/12/14,11,4.9,2014,0.0,0.0
1322,283559,0.0048530000000000005,0,0,One Direction: Where We Are - The Concert,Harry Styles|Niall Horan|Zayn Malik|Louis Tomlinson|Liam Payne,Paul Dugdale,106,Documentary|Music,Fulwell 73,10/8/14,32,8.3,2014,0.0,0.0
1323,273997,0.034538,0,0,Stop at Nothing: The Lance Armstrong Story,Reed Albergotti,Alex Holmes,100,Documentary,Australian Broadcasting Corporation,5/27/14,16,6.7,2014,0.0,0.0
1325,286817,0.032049,0,0,Anatomy of a Love Seen,Sharon Hinnendael|Jill Evyn|Constance Brenneman,Marina Rice Bader,86,Romance|Drama,Soul Kiss Films,7/28/14,18,4.2,2014,0.0,0.0
1329,11,12.037933,11000000,775398007,Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,121,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977,39575591.3582738,2789712242.27745
1330,691,2.379469,14000000,185438673,The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,Lewis Gilbert,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
1331,11319,1.719385,1200000,71215869,The Rescuers,Bob Newhart|Eva Gabor|Geraldine Page|Joe Flynn|Jeanette Nolan,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Fantasy|Family|Animation|Adventure,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214
1332,703,1.179653,4000000,38251425,Annie Hall,Woody Allen|Diane Keaton|Tony Roberts|Carol Kane|Paul Simon,Woody Allen,93,Comedy|Drama|Romance,United Artists,4/19/77,493,7.6,1977,14391124.1302814,137620251.33378702
1333,11114,1.104997,10000000,0,Pete's Dragon,Sean Marshall|Helen Reddy|Mickey Rooney|Red Buttons|Jim Dale,Don Chaffey,128,Fantasy|Animation|Comedy|Family,Walt Disney Productions,11/3/77,113,6.4,1977,35977810.325703494,0.0
1334,840,1.104816,20000000,303788635,Close Encounters of the Third Kind,Richard Dreyfuss|FranÃ§ois Truffaut|Teri Garr|Melinda Dillon|Bob Balaban,Steven Spielberg,135,Science Fiction|Drama,Columbia Pictures Corporation|EMI Films|Julia Phillips and Michael Phillips Productions,11/16/77,600,7.0,1977,71955620.65140699,1092964988.91343
1335,5902,1.048838,22000000,50750000,A Bridge Too Far,Dirk Bogarde|James Caan|Michael Caine|Sean Connery|Edward Fox,Richard Attenborough,175,Drama|History|War,Joseph E. Levine Productions,6/15/77,109,6.4,1977,79151182.7165477,182587387.40294498
1336,250480,0.912502,0,0,The Many Adventures of Winnie the Pooh,Sebastian Cabot|Sterling Holloway|Paul Winchell|Junius Matthews|Barbara Luddy,John Lounsbery|Wolfgang Reitherman,74,Animation|Family,Walt Disney Productions,3/11/77,75,7.1,1977,0.0,0.0
1337,14140,0.9056569999999999,0,0,Herbie Goes To Monte Carlo,Dean Jones|Don Knotts|Julie Sommars|Jacques Marin|Roy Kinnear,Vincent McEveety,105,Romance|Comedy|Family|Action|Adventure,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
1338,11940,0.75125,3500000,16000000,Sinbad and the Eye of the Tiger,Patrick Wayne|Taryn Power|Margaret Whiting|Jane Seymour|Patrick Troughton,Sam Wanamaker,113,Action|Adventure|Family|Fantasy|Science Fiction,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.613996198,57564496.5211256
1339,25388,0.622492,0,0,March or Die,Gene Hackman|Terence Hill|Catherine Deneuve|Ian Holm|Jack O'Halloran,Dick Richards,107,Action|Adventure|Drama|War,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977,0.0,0.0
1340,11009,0.602862,3500000,237113184,Saturday Night Fever,John Travolta|Karen Lynn Gorney|Barry Miller|Joseph Cali|Paul Pape,John Badham,118,Drama|Music,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,192,6.3,1977,12592233.613996198,853081315.967563
1341,12535,0.560826,3400000,31063038,High Anxiety,Mel Brooks|Madeline Kahn|Cloris Leachman|Harvey Korman|Ron Carey,Mel Brooks,94,Comedy|Music,Twentieth Century Fox Film Corporation|Crossbow Productions,12/25/77,29,6.2,1977,12232455.5107391,111758008.93041201
1342,11006,0.541642,0,126737428,Smokey and the Bandit,Burt Reynolds|Sally Field|Jerry Reed|Jackie Gleason|Mike Henry,Hal Needham,96,Action|Adventure|Comedy,Universal Pictures,5/26/77,93,6.9,1977,0.0,455973514.57515
1343,5205,0.520725,0,0,Pumping Iron,Arnold Schwarzenegger|Franco Columbu|Lou Ferrigno|Roger Callard|Serge Nubret,George Butler|Robert Fiore,85,Documentary,White Mountain Films,1/18/77,71,7.0,1977,0.0,0.0
1344,17689,0.49548000000000003,5500000,26414658,The Gauntlet,Clint Eastwood|Sondra Locke|Pat Hingle|William Prince|Bill McKinney,Clint Eastwood,109,Drama|Action|Crime|Thriller,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
1345,10839,0.474001,6000000,0,Cross of Iron,James Coburn|Maximilian Schell|James Mason|David Warner|Klaus LÃ¶witsch,Sam Peckinpah,132,Drama|Action|History|War,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6.0,1977,21586686.1954221,0.0
1346,12637,0.43450900000000003,0,0,"New York, New York",Liza Minnelli|Robert De Niro|Lionel Stander|Barry Primus|Dick Miller,Martin Scorsese,155,Drama|Music|Romance,United Artists|Chartoff-Winkler Productions,6/21/77,32,5.6,1977,0.0,0.0
1347,11590,0.407317,0,28000000,Slap Shot,Paul Newman|Strother Martin|Michael Ontkean|Jennifer Warren|Lindsay Crouse,George Roy Hill,123,Drama|Comedy,Universal Pictures,2/25/77,49,7.3,1977,0.0,100737868.91196899
1348,19067,0.400457,900000,0,The Duellists,Keith Carradine|Harvey Keitel|Albert Finney|Robert Stephens|Tom Conti,Ridley Scott,100,Drama|War,Enigma Productions,8/31/77,31,5.9,1977,3238002.92931331,0.0
1349,42222,0.39865100000000003,0,0,Julia,Jane Fonda|Vanessa Redgrave|Jason Robards|Maximilian Schell|Hal Holbrook,Fred Zinnemann,117,Drama,Twentieth Century Fox Film Corporation,10/2/77,10,5.0,1977,0.0,0.0
1350,49126,0.39105500000000004,0,0,Audrey Rose,Anthony Hopkins|Marsha Mason|John Beck|Susan Swift|John Hillerman,Robert Wise,113,Fantasy|Drama|Horror|Thriller,Sterobcar Productions,4/6/77,12,5.5,1977,0.0,0.0
1351,11586,0.375967,14000000,30749142,Exorcist II: The Heretic,Linda Blair|Richard Burton|Louise Fletcher|Max von Sydow|Kitty Winn,John Boorman,118,Horror|Thriller|Fantasy,Warner Bros.,6/17/77,56,4.6,1977,50368934.4559849,110628679.855412
1352,7227,0.373131,6000000,30000000,Airport '77,Jack Lemmon|Lee Grant|Brenda Vaccaro|Joseph Cotten|Olivia de Havilland,Jerry Jameson,114,Action|Adventure|Drama|Thriller,Universal Pictures,3/11/77,25,5.7,1977,21586686.1954221,107933430.97711
1353,11834,0.346062,0,0,Jabberwocky,Michael Palin|Harry H. Corbett|John Le Mesurier|Max Wall|Warren Mitchell,Terry Gilliam,105,Fantasy|Comedy,Umbrella Films|Python Films,3/28/77,21,5.8,1977,0.0,0.0
1354,985,0.331417,10000,7000000,Eraserhead,Jack Nance|Charlotte Stewart|Allen Joseph|Jeanne Bates|Judith Roberts,David Lynch,89,Science Fiction|Fantasy|Horror|Drama,American Film Institute (AFI)|Libra Films,3/19/77,194,7.1,1977,35977.8103257035,25184467.227992397
1355,21948,0.320214,0,0,Rolling Thunder,William Devane|Tommy Lee Jones|Linda Haynes|James Best|Dabney Coleman,John Flynn,95,Action|Crime|Drama|Thriller,American International Pictures (AIP),10/14/77,19,6.3,1977,0.0,0.0
1356,26842,0.318679,0,0,The Message,Anthony Quinn|Irene Papas|Michael Ansara|Johnny Sekka|Michael Forest,Moustapha Akkad,177,Adventure|Drama|Action|History,Filmco International Productions,3/9/77,45,7.2,1977,0.0,0.0
1357,1362,0.31235799999999997,3000000,0,The Hobbit,Orson Bean|Richard Boone|Hans Conried|John Huston|Otto Preminger,"Jules Bass|Arthur Rankin, Jr.",77,Adventure|Animation|Family,Rankin/Bass Productions,11/27/77,46,5.8,1977,10793343.097711,0.0
1358,4199,0.30428499999999997,0,0,The Man in the Iron Mask,Richard Chamberlain|Jenny Agutter|Patrick McGoohan|Louis Jourdan|Ian Holm,Mike Newell,100,History|Adventure,Norman Rosemont Productions,7/7/77,11,5.9,1977,0.0,0.0
1359,50374,0.28016599999999997,0,0,Black Sunday,Robert Shaw|Bruce Dern|Marthe Keller|Fritz Weaver|Steven Keats,John Frankenheimer,143,Action|Adventure|Drama|Thriller,Paramount Pictures,3/11/77,13,6.1,1977,0.0,0.0
1360,14612,0.267177,0,0,Candleshoe,David Niven|Jodie Foster|Helen Hayes|Leo McKern|Veronica Quilligan,Norman Tokar,101,Family,Walt Disney Productions,12/16/77,15,7.1,1977,0.0,0.0
1361,47474,0.062898,0,0,The Serpent's Egg,David Carradine|Liv Ullmann|Heinz Bennent|Gert FrÃ¶be|Isolde Barth,Ingmar Bergman,120,Drama|Mystery,De Laurentiis|Bavaria Film|Zweites Deutsches Fernsehen (ZDF)|Rialto Films,10/28/77,12,5.3,1977,0.0,0.0
1362,47914,0.24162899999999998,0,0,The White Buffalo,Charles Bronson|Jack Warden|Clint Walker|Slim Pickens|Stuart Whitman,J. Lee Thompson,97,Western,Dino De Laurentiis Company,5/1/77,10,5.6,1977,0.0,0.0
1363,12707,0.22879699999999997,6000000,14717854,Orca: The Killer Whale,Richard Harris|Charlotte Rampling|Will Sampson|Bo Derek|Keenan Wynn,Michael Anderson,92,Drama|Adventure|Horror,Dino de Laurentiis Cinematografica,7/22/77,25,5.0,1977,21586686.1954221,52951615.9613396
1364,38985,0.219941,22000000,12000000,Sorcerer,Roy Scheider|Bruno Cremer|Francisco Rabal|Amidou|Ramon Bieri,William Friedkin,121,Action|Thriller|Adventure,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,48,7.4,1977,79151182.7165477,43173372.3908442
1365,72277,0.19154100000000002,810000,1258000,The Last Wave,Richard Chamberlain|Olivia Hamnett|David Gulpilil|Frederick Parslow|Vivean Gray,Peter Weir,106,Drama|Thriller|Mystery,Australian Film Commission,1/1/77,12,5.8,1977,2914202.63638198,4526008.5389735
1366,24032,0.078067,0,41687243,"Oh, God!",John Denver|George Burns|Teri Garr|Donald Pleasence|Ralph Bellamy,Carl Reiner,98,Fantasy|Comedy,Warner Bros.,10/7/77,15,5.6,1977,0.0,149981572.165551
1367,41662,0.288587,1500000,0,3 Women,Shelley Duvall|Sissy Spacek|Janice Rule|Robert Fortier|Ruth Nelson,Robert Altman,124,Drama,Lions Gate Films,4/3/77,24,6.1,1977,5396671.54885552,0.0
1368,30315,0.164123,500000,17000000,Kingdom of the Spiders,William Shatner|Tiffany Bolling|Woody Strode|Lieux Dressler|David McLean,John 'Bud' Cardos,97,Horror|Science Fiction,Arachnid Productions Ltd.,8/24/77,16,5.7,1977,1798890.51628517,61162277.553695895
1369,24655,0.16331500000000002,0,0,The Car,James Brolin|Kathleen Lloyd|John Marley|R. G. Armstrong|Doris Dowling,Elliot Silverstein,96,Horror|Mystery,Universal Pictures,5/12/77,24,6.2,1977,0.0,0.0
1370,16220,0.17565699999999898,1200000,9000000,Wizards,Bob Holt|Jesse Welles|Richard Romanus|David Proval,Ralph Bakshi,80,Animation|Fantasy|Science Fiction,20th Century Fox,2/9/77,26,6.0,1977,4317337.23908442,32380029.2931331
1371,10670,0.15041,0,0,Rollercoaster,George Segal|Richard Widmark|Timothy Bottoms|Henry Fonda|Susan Strasberg,James Goldstone,119,Action|Thriller,Universal Pictures,6/10/77,10,6.0,1977,0.0,0.0
1372,12262,0.137351,230000,25000000,The Hills Have Eyes,Martin Speer|Russ Grieve|John Steadman|James Whitworth|Virginia Vincent,Wes Craven,89,Horror,Blood Relations Co.,7/22/77,57,6.0,1977,827489.63749118,89944525.8142588
1373,18775,0.24469000000000002,0,0,Demon Seed,Julie Christie|Fritz Weaver|Gerrit Graham|Berry Kroeger|Lisa Lu,Donald Cammell,94,Horror|Science Fiction,Metro-Goldwyn-Mayer (MGM),4/7/77,23,5.2,1977,0.0,0.0
1374,11598,0.125508999999999,600000,0,The Kentucky Fried Movie,Evan C. Kim|Bong Soo Han|Marilyn Joi|Saul Kahan|Marcy Goldman,John Landis,83,Comedy,Kentucky Fried Theatre,8/10/77,31,6.2,1977,2158668.61954221,0.0
1376,26517,0.11371400000000001,0,0,Martin,John Amplas|Lincoln Maazel|Christine Forrest|Elyane Nadeau|Tom Savini,George A. Romero,95,Horror,Laurel Entertainment Inc.,5/23/77,17,6.3,1977,0.0,0.0
1377,20416,0.112001,0,0,The Deep,"Robert Shaw|Jacqueline Bisset|Nick Nolte|Louis Gossett, Jr.|Eli Wallach",Peter Yates,123,Mystery|Thriller|Adventure,EMI Films Ltd.|Casablanca Filmworks,6/17/77,27,5.7,1977,0.0,0.0
1378,42218,0.108321,0,0,Empire of the Ants,Joan Collins|Robert Lansing|John David Carson|Albert Salmi|Jacqueline Scott,Bert I. Gordon,89,Horror|Science Fiction,Cinema 77,6/29/77,11,4.6,1977,0.0,0.0
1379,64976,0.046957,0,0,Day of the Animals,Christopher George|Leslie Nielsen|Lynda Day George|Richard Jaeckel|Michael Ansara,William Girdler,97,Science Fiction|Horror|Thriller,Film Ventures International (FVI)|Montoro Productions Ltd.|Mid-America Pictures,5/13/77,11,5.5,1977,0.0,0.0
1380,18196,0.097126,0,3,The Sentinel,Chris Sarandon|Cristina Raines|Martin Balsam|JosÃ© Ferrer|Burgess Meredith,Michael Winner,92,Horror|Drama|Mystery,Universal Pictures,1/7/77,14,6.3,1977,0.0,10.793343097711
1381,14741,0.140163,0,102000000,The Goodbye Girl,Richard Dreyfuss|Marsha Mason|Quinn Cummings|Paul Benedict|Barbara Rhoades,Herbert Ross,111,Comedy|Romance,Rastar Pictures|Metro-Goldwyn-Mayer (MGM),11/30/77,10,6.5,1977,0.0,366973665.322175
1382,33665,0.080226,0,0,Opening Night,Gena Rowlands|John Cassavetes|Ben Gazzara|Joan Blondell|Paul Stewart,John Cassavetes,144,Drama,Faces Distribution,12/22/77,10,6.2,1977,0.0,0.0
1383,29437,0.121361,530000,0,Rabid,Marilyn Chambers|Frank Moore|Joe Silver|Howard Ryshpan|Patricia Gage,David Cronenberg,91,Horror|Science Fiction,Canadian Film Development Corporation (CFDC)|CinÃ©pix|Famous Players Film Company|The Dilbar Syndicate|Cinema Entertainment Enterprises Ltd.,4/8/77,29,6.1,1977,1906823.94726228,0.0
1384,26680,0.071172,200000,0,Shock Waves,Peter Cushing|John Carradine|Brooke Adams|Fred Buch|Jack Davidson,Ken Wiederhorn,85,Horror,Zopix Company,7/15/77,11,4.9,1977,719556.20651407,0.0
1386,19995,9.432768,237000000,2781505847,Avatar,Sam Worthington|Zoe Saldana|Sigourney Weaver|Stephen Lang|Michelle Rodriguez,James Cameron,162,Action|Adventure|Fantasy|Science Fiction,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Lightstorm Entertainment,12/10/09,8458,7.1,2009,240886902.887613,2827123750.41189
1387,16869,6.098027,70000000,319131050,Inglourious Basterds,Brad Pitt|MÃ©lanie Laurent|Christoph Waltz|Eli Roth|Michael Fassbender,Quentin Tarantino,153,Drama|Action|Thriller|War,Universal Pictures|A Band Apart|Zehnte Babelsberg|Visiona Romantica,8/18/09,3969,7.7,2009,71148030.38874671,324364937.762752
1388,12437,5.806897,35000000,91327197,Underworld: Rise of the Lycans,Bill Nighy|Michael Sheen|Rhona Mitra|Shane Brolly|Steven Mackintosh,Patrick Tatopoulos,92,Fantasy|Action|Adventure|Science Fiction|Thriller,Lakeshore Entertainment|Screen Gems|Sketch Films|UW3 Film Productions,1/22/09,979,6.2,2009,35574015.194373295,92825002.67821509
1389,767,5.076472,250000000,933959197,Harry Potter and the Half-Blood Prince,Daniel Radcliffe|Rupert Grint|Emma Watson|Tom Felton|Julie Walters,David Yates,153,Adventure|Fantasy|Family,Warner Bros.|Heyday Films,7/7/09,3220,7.3,2009,254100108.531238,949276533.285793
